ID,Field,latitude,longitude,year,Crop,planting_date,obs_planting_delta,Point,State
ID_39.25_-97.75,Field_39.25_-97.75,39.25,-97.75,2021,Corn,6/1/2021,85,POINT (-97.75 39.25),Kansas
ID_39.25_-98.0,Field_39.25_-98.0,39.25,-98.0,2021,Corn,6/1/2021,85,POINT (-98 39.25),Kansas
ID_39.25_-98.25,Field_39.25_-98.25,39.25,-98.25,2021,Corn,6/1/2021,85,POINT (-98.25 39.25),Kansas
ID_39.25_-98.5,Field_39.25_-98.5,39.25,-98.5,2021,Corn,6/7/2021,84,POINT (-98.5 39.25),Kansas
ID_39.25_-98.75,Field_39.25_-98.75,39.25,-98.75,2021,Corn,6/7/2021,85,POINT (-98.75 39.25),Kansas
ID_39.25_-99.0,Field_39.25_-99.0,39.25,-99.0,2021,Corn,6/7/2021,87,POINT (-99 39.25),Kansas
ID_39.25_-99.5,Field_39.25_-99.5,39.25,-99.5,2021,Corn,6/4/2021,85,POINT (-99.5 39.25),Kansas
ID_39.25_-99.75,Field_39.25_-99.75,39.25,-99.75,2021,Corn,6/4/2021,86,POINT (-99.75 39.25),Kansas
ID_39.5_-100.0,Field_39.5_-100.0,39.5,-100.0,2021,Corn,6/4/2021,87,POINT (-100 39.5),Kansas
ID_39.5_-100.75,Field_39.5_-100.75,39.5,-100.75,2021,Corn,5/28/2021,94,POINT (-100.75 39.5),Kansas
ID_39.5_-101.5,Field_39.5_-101.5,39.5,-101.5,2021,Corn,5/25/2021,97,POINT (-101.5 39.5),Kansas
ID_39.5_-102.0,Field_39.5_-102.0,39.5,-102.0,2021,Corn,5/25/2021,95,POINT (-102 39.5),Kansas
ID_39.5_-81.25,Field_39.5_-81.25,39.5,-81.25,2021,Corn,5/18/2021,110,POINT (-81.25 39.5),Ohio
ID_39.5_-81.5,Field_39.5_-81.5,39.5,-81.5,2021,Corn,5/18/2021,108,POINT (-81.5 39.5),Ohio
ID_39.5_-81.75,Field_39.5_-81.75,39.5,-81.75,2021,Corn,5/17/2021,108,POINT (-81.75 39.5),Ohio
ID_39.5_-82.5,Field_39.5_-82.5,39.5,-82.5,2021,Corn,5/25/2021,108,POINT (-82.5 39.5),Ohio
ID_39.5_-82.75,Field_39.5_-82.75,39.5,-82.75,2021,Corn,5/21/2021,107,POINT (-82.75 39.5),Ohio
ID_39.5_-83.0,Field_39.5_-83.0,39.5,-83.0,2021,Corn,5/21/2021,106,POINT (-83 39.5),Ohio
ID_39.5_-83.25,Field_39.5_-83.25,39.5,-83.25,2021,Corn,5/21/2021,107,POINT (-83.25 39.5),Ohio
ID_39.5_-83.5,Field_39.5_-83.5,39.5,-83.5,2021,Corn,5/23/2021,108,POINT (-83.5 39.5),Ohio
ID_39.5_-83.75,Field_39.5_-83.75,39.5,-83.75,2021,Corn,5/21/2021,109,POINT (-83.75 39.5),Ohio
ID_39.5_-84.0,Field_39.5_-84.0,39.5,-84.0,2021,Corn,5/21/2021,106,POINT (-84 39.5),Ohio
ID_39.5_-84.25,Field_39.5_-84.25,39.5,-84.25,2021,Corn,5/24/2021,101,POINT (-84.25 39.5),Ohio
ID_39.5_-84.75,Field_39.5_-84.75,39.5,-84.75,2021,Corn,5/24/2021,105,POINT (-84.75 39.5),Ohio
ID_39.5_-85.0,Field_39.5_-85.0,39.5,-85.0,2021,Corn,5/24/2021,107,POINT (-85 39.5),Indiana
ID_39.5_-85.25,Field_39.5_-85.25,39.5,-85.25,2021,Corn,5/24/2021,107,POINT (-85.25 39.5),Indiana
ID_39.5_-85.5,Field_39.5_-85.5,39.5,-85.5,2021,Corn,5/23/2021,106,POINT (-85.5 39.5),Indiana
ID_39.5_-85.75,Field_39.5_-85.75,39.5,-85.75,2021,Corn,5/23/2021,104,POINT (-85.75 39.5),Indiana
ID_39.5_-86.0,Field_39.5_-86.0,39.5,-86.0,2021,Corn,5/23/2021,104,POINT (-86 39.5),Indiana
ID_39.5_-86.25,Field_39.5_-86.25,39.5,-86.25,2021,Corn,5/23/2021,102,POINT (-86.25 39.5),Indiana
ID_39.5_-86.5,Field_39.5_-86.5,39.5,-86.5,2021,Corn,5/24/2021,101,POINT (-86.5 39.5),Indiana
ID_39.5_-86.75,Field_39.5_-86.75,39.5,-86.75,2021,Corn,5/23/2021,101,POINT (-86.75 39.5),Indiana
ID_39.5_-87.0,Field_39.5_-87.0,39.5,-87.0,2021,Corn,5/21/2021,101,POINT (-87 39.5),Indiana
ID_39.5_-87.25,Field_39.5_-87.25,39.5,-87.25,2021,Corn,5/23/2021,98,POINT (-87.25 39.5),Indiana
ID_39.5_-87.5,Field_39.5_-87.5,39.5,-87.5,2021,Corn,5/23/2021,97,POINT (-87.5 39.5),Indiana
ID_39.5_-87.75,Field_39.5_-87.75,39.5,-87.75,2021,Corn,5/20/2021,97,POINT (-87.75 39.5),Illinois
ID_39.5_-88.0,Field_39.5_-88.0,39.5,-88.0,2021,Corn,5/15/2021,101,POINT (-88 39.5),Illinois
ID_39.5_-88.25,Field_39.5_-88.25,39.5,-88.25,2021,Corn,5/14/2021,103,POINT (-88.25 39.5),Illinois
ID_39.5_-88.5,Field_39.5_-88.5,39.5,-88.5,2021,Corn,5/13/2021,104,POINT (-88.5 39.5),Illinois
ID_39.5_-88.75,Field_39.5_-88.75,39.5,-88.75,2021,Corn,5/17/2021,101,POINT (-88.75 39.5),Illinois
ID_39.5_-89.0,Field_39.5_-89.0,39.5,-89.0,2021,Corn,5/8/2021,109,POINT (-89 39.5),Illinois
ID_39.5_-89.25,Field_39.5_-89.25,39.5,-89.25,2021,Corn,5/7/2021,110,POINT (-89.25 39.5),Illinois
ID_39.5_-89.5,Field_39.5_-89.5,39.5,-89.5,2021,Corn,5/7/2021,111,POINT (-89.5 39.5),Illinois
ID_39.5_-89.75,Field_39.5_-89.75,39.5,-89.75,2021,Corn,5/8/2021,110,POINT (-89.75 39.5),Illinois
ID_39.5_-90.0,Field_39.5_-90.0,39.5,-90.0,2021,Corn,5/8/2021,110,POINT (-90 39.5),Illinois
ID_39.5_-90.25,Field_39.5_-90.25,39.5,-90.25,2021,Corn,5/7/2021,110,POINT (-90.25 39.5),Illinois
ID_39.5_-90.5,Field_39.5_-90.5,39.5,-90.5,2021,Corn,5/6/2021,111,POINT (-90.5 39.5),Illinois
ID_39.5_-90.75,Field_39.5_-90.75,39.5,-90.75,2021,Corn,5/5/2021,111,POINT (-90.75 39.5),Illinois
ID_39.5_-91.0,Field_39.5_-91.0,39.5,-91.0,2021,Corn,5/5/2021,110,POINT (-91 39.5),Illinois
ID_39.5_-91.25,Field_39.5_-91.25,39.5,-91.25,2021,Corn,5/21/2021,97,POINT (-91.25 39.5),Missouri
ID_39.5_-91.5,Field_39.5_-91.5,39.5,-91.5,2021,Corn,5/22/2021,95,POINT (-91.5 39.5),Missouri
ID_39.5_-91.75,Field_39.5_-91.75,39.5,-91.75,2021,Corn,5/22/2021,95,POINT (-91.75 39.5),Missouri
ID_39.5_-92.25,Field_39.5_-92.25,39.5,-92.25,2021,Corn,5/19/2021,97,POINT (-92.25 39.5),Missouri
ID_39.5_-92.5,Field_39.5_-92.5,39.5,-92.5,2021,Corn,5/19/2021,96,POINT (-92.5 39.5),Missouri
ID_39.5_-92.75,Field_39.5_-92.75,39.5,-92.75,2021,Corn,5/19/2021,97,POINT (-92.75 39.5),Missouri
ID_39.5_-93.0,Field_39.5_-93.0,39.5,-93.0,2021,Corn,5/4/2021,108,POINT (-93 39.5),Missouri
ID_39.5_-93.25,Field_39.5_-93.25,39.5,-93.25,2021,Corn,5/4/2021,108,POINT (-93.25 39.5),Missouri
ID_39.5_-93.5,Field_39.5_-93.5,39.5,-93.5,2021,Corn,5/4/2021,107,POINT (-93.5 39.5),Missouri
ID_39.5_-93.75,Field_39.5_-93.75,39.5,-93.75,2021,Corn,5/4/2021,107,POINT (-93.75 39.5),Missouri
ID_39.5_-94.0,Field_39.5_-94.0,39.5,-94.0,2021,Corn,5/4/2021,108,POINT (-94 39.5),Missouri
ID_39.5_-94.25,Field_39.5_-94.25,39.5,-94.25,2021,Corn,5/16/2021,100,POINT (-94.25 39.5),Missouri
ID_39.5_-94.5,Field_39.5_-94.5,39.5,-94.5,2021,Corn,5/16/2021,99,POINT (-94.5 39.5),Missouri
ID_39.5_-94.75,Field_39.5_-94.75,39.5,-94.75,2021,Corn,5/8/2021,103,POINT (-94.75 39.5),Missouri
ID_39.5_-95.0,Field_39.5_-95.0,39.5,-95.0,2021,Corn,5/4/2021,106,POINT (-95 39.5),Missouri
ID_39.5_-95.25,Field_39.5_-95.25,39.5,-95.25,2021,Corn,5/4/2021,107,POINT (-95.25 39.5),Kansas
ID_39.5_-95.5,Field_39.5_-95.5,39.5,-95.5,2021,Corn,5/4/2021,106,POINT (-95.5 39.5),Kansas
ID_39.5_-96.0,Field_39.5_-96.0,39.5,-96.0,2021,Corn,5/4/2021,108,POINT (-96 39.5),Kansas
ID_39.5_-96.25,Field_39.5_-96.25,39.5,-96.25,2021,Corn,5/5/2021,107,POINT (-96.25 39.5),Kansas
ID_39.5_-96.5,Field_39.5_-96.5,39.5,-96.5,2021,Corn,5/4/2021,106,POINT (-96.5 39.5),Kansas
ID_39.5_-96.75,Field_39.5_-96.75,39.5,-96.75,2021,Corn,5/4/2021,105,POINT (-96.75 39.5),Kansas
ID_39.5_-97.0,Field_39.5_-97.0,39.5,-97.0,2021,Corn,5/5/2021,103,POINT (-97 39.5),Kansas
ID_39.5_-97.25,Field_39.5_-97.25,39.5,-97.25,2021,Corn,5/5/2021,104,POINT (-97.25 39.5),Kansas
ID_39.5_-97.75,Field_39.5_-97.75,39.5,-97.75,2021,Corn,5/20/2021,91,POINT (-97.75 39.5),Kansas
ID_39.5_-98.0,Field_39.5_-98.0,39.5,-98.0,2021,Corn,5/20/2021,91,POINT (-98 39.5),Kansas
ID_39.5_-98.5,Field_39.5_-98.5,39.5,-98.5,2021,Corn,6/7/2021,84,POINT (-98.5 39.5),Kansas
ID_39.5_-98.75,Field_39.5_-98.75,39.5,-98.75,2021,Corn,6/7/2021,85,POINT (-98.75 39.5),Kansas
ID_39.5_-99.0,Field_39.5_-99.0,39.5,-99.0,2021,Corn,6/7/2021,86,POINT (-99 39.5),Kansas
ID_39.5_-99.5,Field_39.5_-99.5,39.5,-99.5,2021,Corn,6/4/2021,84,POINT (-99.5 39.5),Kansas
ID_39.5_-99.75,Field_39.5_-99.75,39.5,-99.75,2021,Corn,6/4/2021,86,POINT (-99.75 39.5),Kansas
ID_39.75_-100.0,Field_39.75_-100.0,39.75,-100.0,2021,Corn,6/7/2021,88,POINT (-100 39.75),Kansas
ID_39.75_-100.75,Field_39.75_-100.75,39.75,-100.75,2021,Corn,6/4/2021,87,POINT (-100.75 39.75),Kansas
ID_39.75_-101.5,Field_39.75_-101.5,39.75,-101.5,2021,Corn,5/24/2021,93,POINT (-101.5 39.75),Kansas
ID_39.75_-102.0,Field_39.75_-102.0,39.75,-102.0,2021,Corn,5/23/2021,93,POINT (-102 39.75),Kansas
ID_39.75_-81.0,Field_39.75_-81.0,39.75,-81.0,2021,Corn,5/26/2021,113,POINT (-81 39.75),Ohio
ID_39.75_-81.25,Field_39.75_-81.25,39.75,-81.25,2021,Corn,5/26/2021,113,POINT (-81.25 39.75),Ohio
ID_39.75_-81.5,Field_39.75_-81.5,39.75,-81.5,2021,Corn,5/25/2021,112,POINT (-81.5 39.75),Ohio
ID_39.75_-81.75,Field_39.75_-81.75,39.75,-81.75,2021,Corn,5/24/2021,109,POINT (-81.75 39.75),Ohio
ID_39.75_-82.0,Field_39.75_-82.0,39.75,-82.0,2021,Corn,5/24/2021,108,POINT (-82 39.75),Ohio
ID_39.75_-82.25,Field_39.75_-82.25,39.75,-82.25,2021,Corn,5/24/2021,109,POINT (-82.25 39.75),Ohio
ID_39.75_-82.5,Field_39.75_-82.5,39.75,-82.5,2021,Corn,5/22/2021,108,POINT (-82.5 39.75),Ohio
ID_39.75_-82.75,Field_39.75_-82.75,39.75,-82.75,2021,Corn,5/21/2021,107,POINT (-82.75 39.75),Ohio
ID_39.75_-83.0,Field_39.75_-83.0,39.75,-83.0,2021,Corn,5/22/2021,101,POINT (-83 39.75),Ohio
ID_39.75_-83.25,Field_39.75_-83.25,39.75,-83.25,2021,Corn,5/22/2021,103,POINT (-83.25 39.75),Ohio
ID_39.75_-83.5,Field_39.75_-83.5,39.75,-83.5,2021,Corn,5/22/2021,108,POINT (-83.5 39.75),Ohio
ID_39.75_-83.75,Field_39.75_-83.75,39.75,-83.75,2021,Corn,5/21/2021,106,POINT (-83.75 39.75),Ohio
ID_39.75_-84.0,Field_39.75_-84.0,39.75,-84.0,2021,Corn,5/21/2021,103,POINT (-84 39.75),Ohio
ID_39.75_-84.25,Field_39.75_-84.25,39.75,-84.25,2021,Corn,5/23/2021,102,POINT (-84.25 39.75),Ohio
ID_39.75_-84.5,Field_39.75_-84.5,39.75,-84.5,2021,Corn,5/21/2021,106,POINT (-84.5 39.75),Ohio
ID_39.75_-84.75,Field_39.75_-84.75,39.75,-84.75,2021,Corn,5/24/2021,107,POINT (-84.75 39.75),Ohio
ID_39.75_-85.0,Field_39.75_-85.0,39.75,-85.0,2021,Corn,5/24/2021,107,POINT (-85 39.75),Indiana
ID_39.75_-85.25,Field_39.75_-85.25,39.75,-85.25,2021,Corn,5/24/2021,106,POINT (-85.25 39.75),Indiana
ID_39.75_-85.5,Field_39.75_-85.5,39.75,-85.5,2021,Corn,5/24/2021,108,POINT (-85.5 39.75),Indiana
ID_39.75_-85.75,Field_39.75_-85.75,39.75,-85.75,2021,Corn,5/23/2021,107,POINT (-85.75 39.75),Indiana
ID_39.75_-86.0,Field_39.75_-86.0,39.75,-86.0,2021,Corn,5/27/2021,104,POINT (-86 39.75),Indiana
ID_39.75_-86.25,Field_39.75_-86.25,39.75,-86.25,2021,Corn,5/27/2021,103,POINT (-86.25 39.75),Indiana
ID_39.75_-86.5,Field_39.75_-86.5,39.75,-86.5,2021,Corn,5/22/2021,102,POINT (-86.5 39.75),Indiana
ID_39.75_-86.75,Field_39.75_-86.75,39.75,-86.75,2021,Corn,5/22/2021,102,POINT (-86.75 39.75),Indiana
ID_39.75_-87.0,Field_39.75_-87.0,39.75,-87.0,2021,Corn,5/21/2021,100,POINT (-87 39.75),Indiana
ID_39.75_-87.25,Field_39.75_-87.25,39.75,-87.25,2021,Corn,5/20/2021,99,POINT (-87.25 39.75),Indiana
ID_39.75_-87.5,Field_39.75_-87.5,39.75,-87.5,2021,Corn,5/20/2021,98,POINT (-87.5 39.75),Indiana
ID_39.75_-87.75,Field_39.75_-87.75,39.75,-87.75,2021,Corn,5/15/2021,102,POINT (-87.75 39.75),Illinois
ID_39.75_-88.0,Field_39.75_-88.0,39.75,-88.0,2021,Corn,5/15/2021,102,POINT (-88 39.75),Illinois
ID_39.75_-88.25,Field_39.75_-88.25,39.75,-88.25,2021,Corn,5/14/2021,104,POINT (-88.25 39.75),Illinois
ID_39.75_-88.5,Field_39.75_-88.5,39.75,-88.5,2021,Corn,5/14/2021,105,POINT (-88.5 39.75),Illinois
ID_39.75_-88.75,Field_39.75_-88.75,39.75,-88.75,2021,Corn,5/12/2021,107,POINT (-88.75 39.75),Illinois
ID_39.75_-89.0,Field_39.75_-89.0,39.75,-89.0,2021,Corn,5/12/2021,107,POINT (-89 39.75),Illinois
ID_39.75_-89.25,Field_39.75_-89.25,39.75,-89.25,2021,Corn,5/8/2021,111,POINT (-89.25 39.75),Illinois
ID_39.75_-89.5,Field_39.75_-89.5,39.75,-89.5,2021,Corn,5/8/2021,110,POINT (-89.5 39.75),Illinois
ID_39.75_-89.75,Field_39.75_-89.75,39.75,-89.75,2021,Corn,5/8/2021,111,POINT (-89.75 39.75),Illinois
ID_39.75_-90.0,Field_39.75_-90.0,39.75,-90.0,2021,Corn,5/8/2021,111,POINT (-90 39.75),Illinois
ID_39.75_-90.25,Field_39.75_-90.25,39.75,-90.25,2021,Corn,5/7/2021,111,POINT (-90.25 39.75),Illinois
ID_39.75_-90.5,Field_39.75_-90.5,39.75,-90.5,2021,Corn,5/6/2021,111,POINT (-90.5 39.75),Illinois
ID_39.75_-90.75,Field_39.75_-90.75,39.75,-90.75,2021,Corn,5/5/2021,112,POINT (-90.75 39.75),Illinois
ID_39.75_-91.0,Field_39.75_-91.0,39.75,-91.0,2021,Corn,5/5/2021,111,POINT (-91 39.75),Illinois
ID_39.75_-91.25,Field_39.75_-91.25,39.75,-91.25,2021,Corn,5/5/2021,111,POINT (-91.25 39.75),Illinois
ID_39.75_-91.5,Field_39.75_-91.5,39.75,-91.5,2021,Corn,5/21/2021,97,POINT (-91.5 39.75),Missouri
ID_39.75_-91.75,Field_39.75_-91.75,39.75,-91.75,2021,Corn,5/21/2021,96,POINT (-91.75 39.75),Missouri
ID_39.75_-92.0,Field_39.75_-92.0,39.75,-92.0,2021,Corn,5/18/2021,99,POINT (-92 39.75),Missouri
ID_39.75_-92.25,Field_39.75_-92.25,39.75,-92.25,2021,Corn,5/18/2021,99,POINT (-92.25 39.75),Missouri
ID_39.75_-93.0,Field_39.75_-93.0,39.75,-93.0,2021,Corn,5/8/2021,107,POINT (-93 39.75),Missouri
ID_39.75_-93.25,Field_39.75_-93.25,39.75,-93.25,2021,Corn,5/8/2021,105,POINT (-93.25 39.75),Missouri
ID_39.75_-93.5,Field_39.75_-93.5,39.75,-93.5,2021,Corn,5/8/2021,105,POINT (-93.5 39.75),Missouri
ID_39.75_-93.75,Field_39.75_-93.75,39.75,-93.75,2021,Corn,5/8/2021,105,POINT (-93.75 39.75),Missouri
ID_39.75_-94.0,Field_39.75_-94.0,39.75,-94.0,2021,Corn,5/9/2021,106,POINT (-94 39.75),Missouri
ID_39.75_-94.25,Field_39.75_-94.25,39.75,-94.25,2021,Corn,5/9/2021,105,POINT (-94.25 39.75),Missouri
ID_39.75_-94.5,Field_39.75_-94.5,39.75,-94.5,2021,Corn,5/9/2021,104,POINT (-94.5 39.75),Missouri
ID_39.75_-94.75,Field_39.75_-94.75,39.75,-94.75,2021,Corn,5/8/2021,104,POINT (-94.75 39.75),Missouri
ID_39.75_-95.0,Field_39.75_-95.0,39.75,-95.0,2021,Corn,5/4/2021,108,POINT (-95 39.75),Kansas
ID_39.75_-95.25,Field_39.75_-95.25,39.75,-95.25,2021,Corn,5/4/2021,109,POINT (-95.25 39.75),Kansas
ID_39.75_-95.5,Field_39.75_-95.5,39.75,-95.5,2021,Corn,5/4/2021,108,POINT (-95.5 39.75),Kansas
ID_39.75_-95.75,Field_39.75_-95.75,39.75,-95.75,2021,Corn,5/4/2021,108,POINT (-95.75 39.75),Kansas
ID_39.75_-96.0,Field_39.75_-96.0,39.75,-96.0,2021,Corn,5/5/2021,108,POINT (-96 39.75),Kansas
ID_39.75_-96.25,Field_39.75_-96.25,39.75,-96.25,2021,Corn,5/5/2021,107,POINT (-96.25 39.75),Kansas
ID_39.75_-96.75,Field_39.75_-96.75,39.75,-96.75,2021,Corn,5/4/2021,106,POINT (-96.75 39.75),Kansas
ID_39.75_-97.0,Field_39.75_-97.0,39.75,-97.0,2021,Corn,5/5/2021,104,POINT (-97 39.75),Kansas
ID_39.75_-97.25,Field_39.75_-97.25,39.75,-97.25,2021,Corn,5/5/2021,104,POINT (-97.25 39.75),Kansas
ID_39.75_-97.75,Field_39.75_-97.75,39.75,-97.75,2021,Corn,5/15/2021,96,POINT (-97.75 39.75),Kansas
ID_39.75_-98.0,Field_39.75_-98.0,39.75,-98.0,2021,Corn,5/15/2021,96,POINT (-98 39.75),Kansas
ID_39.75_-98.5,Field_39.75_-98.5,39.75,-98.5,2021,Corn,6/5/2021,84,POINT (-98.5 39.75),Kansas
ID_39.75_-98.75,Field_39.75_-98.75,39.75,-98.75,2021,Corn,6/5/2021,85,POINT (-98.75 39.75),Kansas
ID_39.75_-99.0,Field_39.75_-99.0,39.75,-99.0,2021,Corn,6/5/2021,86,POINT (-99 39.75),Kansas
ID_39.75_-99.5,Field_39.75_-99.5,39.75,-99.5,2021,Corn,6/7/2021,86,POINT (-99.5 39.75),Kansas
ID_39.75_-99.75,Field_39.75_-99.75,39.75,-99.75,2021,Corn,6/7/2021,87,POINT (-99.75 39.75),Kansas
ID_40.0_-100.0,Field_40.0_-100.0,40.0,-100.0,2021,Corn,6/7/2021,88,POINT (-100 40),Kansas
ID_40.0_-100.25,Field_40.0_-100.25,40.0,-100.25,2021,Corn,6/4/2021,86,POINT (-100.25 40),Kansas
ID_40.0_-100.5,Field_40.0_-100.5,40.0,-100.5,2021,Corn,6/4/2021,86,POINT (-100.5 40),Kansas
ID_40.0_-100.75,Field_40.0_-100.75,40.0,-100.75,2021,Corn,6/4/2021,86,POINT (-100.75 40),Kansas
ID_40.0_-101.0,Field_40.0_-101.0,40.0,-101.0,2021,Corn,5/30/2021,87,POINT (-101 40),Kansas
ID_40.0_-101.25,Field_40.0_-101.25,40.0,-101.25,2021,Corn,5/30/2021,87,POINT (-101.25 40),Kansas
ID_40.0_-101.5,Field_40.0_-101.5,40.0,-101.5,2021,Corn,5/22/2021,96,POINT (-101.5 40),Kansas
ID_40.0_-101.75,Field_40.0_-101.75,40.0,-101.75,2021,Corn,5/24/2021,93,POINT (-101.75 40),Kansas
ID_40.0_-102.0,Field_40.0_-102.0,40.0,-102.0,2021,Corn,5/23/2021,93,POINT (-102 40),Kansas
ID_40.0_-80.75,Field_40.0_-80.75,40.0,-80.75,2021,Corn,5/27/2021,114,POINT (-80.75 40),Ohio
ID_40.0_-81.25,Field_40.0_-81.25,40.0,-81.25,2021,Corn,5/25/2021,108,POINT (-81.25 40),Ohio
ID_40.0_-81.5,Field_40.0_-81.5,40.0,-81.5,2021,Corn,5/25/2021,106,POINT (-81.5 40),Ohio
ID_40.0_-81.75,Field_40.0_-81.75,40.0,-81.75,2021,Corn,5/24/2021,109,POINT (-81.75 40),Ohio
ID_40.0_-82.0,Field_40.0_-82.0,40.0,-82.0,2021,Corn,5/24/2021,109,POINT (-82 40),Ohio
ID_40.0_-82.25,Field_40.0_-82.25,40.0,-82.25,2021,Corn,5/24/2021,109,POINT (-82.25 40),Ohio
ID_40.0_-82.5,Field_40.0_-82.5,40.0,-82.5,2021,Corn,5/23/2021,110,POINT (-82.5 40),Ohio
ID_40.0_-82.75,Field_40.0_-82.75,40.0,-82.75,2021,Corn,5/22/2021,105,POINT (-82.75 40),Ohio
ID_40.0_-83.0,Field_40.0_-83.0,40.0,-83.0,2021,Corn,5/22/2021,104,POINT (-83 40),Ohio
ID_40.0_-83.25,Field_40.0_-83.25,40.0,-83.25,2021,Corn,5/22/2021,104,POINT (-83.25 40),Ohio
ID_40.0_-83.5,Field_40.0_-83.5,40.0,-83.5,2021,Corn,5/22/2021,110,POINT (-83.5 40),Ohio
ID_40.0_-83.75,Field_40.0_-83.75,40.0,-83.75,2021,Corn,5/22/2021,106,POINT (-83.75 40),Ohio
ID_40.0_-84.0,Field_40.0_-84.0,40.0,-84.0,2021,Corn,5/21/2021,105,POINT (-84 40),Ohio
ID_40.0_-84.25,Field_40.0_-84.25,40.0,-84.25,2021,Corn,5/23/2021,101,POINT (-84.25 40),Ohio
ID_40.0_-84.5,Field_40.0_-84.5,40.0,-84.5,2021,Corn,5/23/2021,106,POINT (-84.5 40),Ohio
ID_40.0_-84.75,Field_40.0_-84.75,40.0,-84.75,2021,Corn,5/24/2021,108,POINT (-84.75 40),Ohio
ID_40.0_-85.0,Field_40.0_-85.0,40.0,-85.0,2021,Corn,5/24/2021,108,POINT (-85 40),Indiana
ID_40.0_-85.25,Field_40.0_-85.25,40.0,-85.25,2021,Corn,5/24/2021,105,POINT (-85.25 40),Indiana
ID_40.0_-85.5,Field_40.0_-85.5,40.0,-85.5,2021,Corn,5/23/2021,106,POINT (-85.5 40),Indiana
ID_40.0_-85.75,Field_40.0_-85.75,40.0,-85.75,2021,Corn,5/23/2021,105,POINT (-85.75 40),Indiana
ID_40.0_-86.0,Field_40.0_-86.0,40.0,-86.0,2021,Corn,5/23/2021,101,POINT (-86 40),Indiana
ID_40.0_-86.25,Field_40.0_-86.25,40.0,-86.25,2021,Corn,5/23/2021,102,POINT (-86.25 40),Indiana
ID_40.0_-86.5,Field_40.0_-86.5,40.0,-86.5,2021,Corn,5/23/2021,102,POINT (-86.5 40),Indiana
ID_40.0_-86.75,Field_40.0_-86.75,40.0,-86.75,2021,Corn,5/23/2021,101,POINT (-86.75 40),Indiana
ID_40.0_-87.0,Field_40.0_-87.0,40.0,-87.0,2021,Corn,5/22/2021,100,POINT (-87 40),Indiana
ID_40.0_-87.25,Field_40.0_-87.25,40.0,-87.25,2021,Corn,5/21/2021,99,POINT (-87.25 40),Indiana
ID_40.0_-87.5,Field_40.0_-87.5,40.0,-87.5,2021,Corn,5/20/2021,100,POINT (-87.5 40),Indiana
ID_40.0_-88.0,Field_40.0_-88.0,40.0,-88.0,2021,Corn,5/16/2021,104,POINT (-88 40),Illinois
ID_40.0_-88.25,Field_40.0_-88.25,40.0,-88.25,2021,Corn,5/15/2021,105,POINT (-88.25 40),Illinois
ID_40.0_-88.5,Field_40.0_-88.5,40.0,-88.5,2021,Corn,5/15/2021,106,POINT (-88.5 40),Illinois
ID_40.0_-88.75,Field_40.0_-88.75,40.0,-88.75,2021,Corn,5/15/2021,106,POINT (-88.75 40),Illinois
ID_40.0_-89.0,Field_40.0_-89.0,40.0,-89.0,2021,Corn,5/14/2021,107,POINT (-89 40),Illinois
ID_40.0_-89.25,Field_40.0_-89.25,40.0,-89.25,2021,Corn,5/8/2021,112,POINT (-89.25 40),Illinois
ID_40.0_-89.5,Field_40.0_-89.5,40.0,-89.5,2021,Corn,5/8/2021,112,POINT (-89.5 40),Illinois
ID_40.0_-89.75,Field_40.0_-89.75,40.0,-89.75,2021,Corn,5/7/2021,112,POINT (-89.75 40),Illinois
ID_40.0_-90.0,Field_40.0_-90.0,40.0,-90.0,2021,Corn,5/7/2021,112,POINT (-90 40),Illinois
ID_40.0_-90.25,Field_40.0_-90.25,40.0,-90.25,2021,Corn,5/7/2021,111,POINT (-90.25 40),Illinois
ID_40.0_-90.5,Field_40.0_-90.5,40.0,-90.5,2021,Corn,5/7/2021,111,POINT (-90.5 40),Illinois
ID_40.0_-90.75,Field_40.0_-90.75,40.0,-90.75,2021,Corn,5/6/2021,112,POINT (-90.75 40),Illinois
ID_40.0_-91.0,Field_40.0_-91.0,40.0,-91.0,2021,Corn,5/6/2021,112,POINT (-91 40),Illinois
ID_40.0_-91.5,Field_40.0_-91.5,40.0,-91.5,2021,Corn,5/21/2021,98,POINT (-91.5 40),Missouri
ID_40.0_-91.75,Field_40.0_-91.75,40.0,-91.75,2021,Corn,5/21/2021,99,POINT (-91.75 40),Missouri
ID_40.0_-92.0,Field_40.0_-92.0,40.0,-92.0,2021,Corn,5/21/2021,99,POINT (-92 40),Missouri
ID_40.0_-92.25,Field_40.0_-92.25,40.0,-92.25,2021,Corn,5/16/2021,102,POINT (-92.25 40),Missouri
ID_40.0_-92.5,Field_40.0_-92.5,40.0,-92.5,2021,Corn,5/12/2021,106,POINT (-92.5 40),Missouri
ID_40.0_-92.75,Field_40.0_-92.75,40.0,-92.75,2021,Corn,5/12/2021,106,POINT (-92.75 40),Missouri
ID_40.0_-93.0,Field_40.0_-93.0,40.0,-93.0,2021,Corn,5/9/2021,108,POINT (-93 40),Missouri
ID_40.0_-93.25,Field_40.0_-93.25,40.0,-93.25,2021,Corn,5/9/2021,107,POINT (-93.25 40),Missouri
ID_40.0_-93.5,Field_40.0_-93.5,40.0,-93.5,2021,Corn,5/8/2021,107,POINT (-93.5 40),Missouri
